id,turn_ind,question,gold,pred_llm,score_llm,match_llm,latency_llm,pred_calc,score_calc,match_calc,latency_calc,expr,gen_llm,gen_calc,ticker,fmp_price,gen_calc_fmp,pred_calc_fmp,score_calc_fmp,match_calc_fmp
Single_PM/2017/page_25.pdf-2_1,,what is the growth rate in pmi's share price from 2014 to 2015?,13.4,13.77,1,Match (numeric),0.4649221897125244,13.38,1,Match (numeric),1.3751232624053955,,<ANSWER>The growth rate in PMI's share price from 2014 to 2015 is 13.77%.</ANSWER>,"To calculate the growth rate in PMI's share price from 2014 to 2015, we use the formula:

Growth Rate = ((Ending Value / Beginning Value) - 1) * 100

Where:
- Beginning Value (2014) = $106.20
- Ending Value (2015) = $120.40

Growth Rate = (($120.40 / $106.20) - 1) * 100
<GROWTH_RATE=((120.40 / 106.20) - 1) * 100>
<GROWTH_RATE=(1.1338 - 1) * 100>
<GROWTH_RATE=0.1338 * 100>
<GROWTH_RATE=13.38>

Therefore, the growth rate in PMI's share price from 2014 to 2015 is 13.38%.",PM,178.19,"To calculate the growth rate in PMI's share price from 2014 to 2015, we can use the formula for percentage change:

Percentage Change = ((Ending Value - Beginning Value) / Beginning Value) * 100

Using the values from the table:
Beginning Value (2014): $106.20
Ending Value (2015): $120.40

Percentage Change = (($120.40 - $106.20) / $106.20) * 100
Percentage Change = ($14.20 / $106.20) * 100
Percentage Change = 0.1337 * 100
Percentage Change = 13.37%

Therefore, the growth rate in PMI's share price from 2014 to 2015 is 13.37%.",13.37,1,Match (numeric)
Single_RCL/2009/page_90.pdf-4_1,,what was the percent of the increase in the expected stock price volatility from 2008 to 2009,75.2,23.6,0,No match (diff 51.6000),0.4443199634552002,75.16,1,Match (numeric),1.2540779113769531,,<ANSWER>23.6%</ANSWER>,"The percent increase in expected stock price volatility from 2008 to 2009 can be calculated using the formula:

Percent Increase = ((New Value - Old Value) / Old Value) * 100

Plugging in the values:
New Value (2009) = 55.0%
Old Value (2008) = 31.4%

Percent Increase = ((55.0 - 31.4) / 31.4) * 100
Percent Increase = (23.6 / 31.4) * 100
Percent Increase = 0.7516 * 100
Percent Increase = 75.16%

Therefore, the percent increase in the expected stock price volatility from 2008 to 2009 was 75.16%.",RCL,240.12,"To calculate the percent increase in expected stock price volatility from 2008 to 2009, we need to find the difference in volatility between the two years and then calculate the percentage increase.

Expected stock price volatility in 2008 = 31.4%
Expected stock price volatility in 2009 = 55.0%

Difference = 55.0% - 31.4% = 23.6%

Percent increase = (23.6% / 31.4%) * 100% = 75.16%

Therefore, the percent increase in expected stock price volatility from 2008 to 2009 was approximately 75.16%.",75.16,1,Match (numeric)
Single_MRO/2008/page_142.pdf-1_2,,by what percentage did the company's weighted average exercise price per share increase from 2006 to 2008?,36.7,58.6,0,No match (diff 21.9000),0.32184457778930664,2008.0,0,No match (diff 1971.3000),1.3047621250152588,,<ANSWER>58.6%</ANSWER>,"To calculate the percentage increase in the company's weighted average exercise price per share from 2006 to 2008, we use the formula:

Percentage Increase = ((New Value - Old Value) / Old Value) * 100

Plugging in the values:
Old Value (2006) = $37.84
New Value (2008) = $51.74

Percentage Increase = (($51.74 - $37.84) / $37.84) * 100
Percentage Increase = ($13.90 / $37.84) * 100
Percentage Increase = 0.367 * 100
Percentage Increase = 36.7%

Therefore, the company's weighted average exercise price per share increased by 36.7% from 2006 to 2008.",MRO,28.55,"To calculate the percentage increase in the company's weighted average exercise price per share from 2006 to 2008, we need to subtract the exercise price in 2006 from the exercise price in 2008, divide by the exercise price in 2006, and then multiply by 100 to get the percentage increase.

Exercise price in 2006 = $37.84
Exercise price in 2008 = $51.74

Percentage Increase = ((Exercise price in 2008 - Exercise price in 2006) / Exercise price in 2006) * 100
Percentage Increase = (($51.74 - $37.84) / $37.84) * 100
Percentage Increase = ($13.90 / $37.84) * 100
Percentage Increase = 0.367 * 100
Percentage Increase = 36.7%

Therefore, the company's weighted average exercise price per share increased by 36.7% from 2006 to 2008.",2008.0,0,No match (diff 1971.3000)
Single_SLB/2009/page_46.pdf-4_0,,by how much did the average price per share decrease from 2007 to 2009?,-23.0,19.04,0,No match (diff 42.0400),0.5368635654449463,2009.0,0,No match (diff 2032.0000),0.9308717250823975,,The average price per share decreased by $19.04 from 2007 to 2009. ($82.95 - $63.91 = $19.04) <ANSWER>$19.04</ANSWER>.,"The average price per share decreased by $19.04 from 2007 to 2009.

Calculation:
Average price per share in 2007 = $82.95
Average price per share in 2009 = $63.91

Decrease in average price per share = $82.95 - $63.91 = $19.04
Therefore, the average price per share decreased by $19.04 from 2007 to 2009.",SLB,33.66,"To calculate the decrease in the average price per share from 2007 to 2009, we need to subtract the average price per share in 2009 from the average price per share in 2007.

Average price per share in 2007 = $82.95
Average price per share in 2009 = $63.91

Decrease in average price per share = $82.95 - $63.91 = $19.04

Therefore, the average price per share decreased by $19.04 from 2007 to 2009.",2009.0,0,No match (diff 2032.0000)
Single_IPG/2017/page_26.pdf-2_3,,what is the percentage decrease in average price per share from october to november?,8.92,4.58,0,No match (diff 4.3400),0.322509765625,8.91,1,Match (numeric),1.3455357551574707,(1.85 / 20.74) * 100 = 8.91%,<ANSWER>4.58%</ANSWER>,"To calculate the percentage decrease in average price per share from October to November, we first need to find the difference in average price per share between the two months.

Average price per share in October = $20.74
Average price per share in November = $18.89

Difference = $20.74 - $18.89 = $1.85

Next, we calculate the percentage decrease:

Percentage decrease = (Difference / Average price per share in October) * 100
Percentage decrease = ($1.85 / $20.74) * 100

<MATH>(1.85 / 20.74) * 100 = 8.91%</MATH>

Therefore, the percentage decrease in average price per share from October to November is 8.91%.",IPG,24.0,"To calculate the percentage decrease in average price per share from October to November, we first need to find the average price per share for each month.

For October:
Total value of shares purchased = 1231868 * $20.74 = $25,533,257.92
Total number of shares purchased = 1231868

Average price per share for October = Total value of shares purchased / Total number of shares purchased
Average price per share for October = $25,533,257.92 / 1231868
Average price per share for October = $20.74

For November:
Total value of shares purchased = 1723139 * $18.89 = $32,558,202.71
Total number of shares purchased = 1723139

Average price per share for November = Total value of shares purchased / Total number of shares purchased
Average price per share for November = $32,558,202.71 / 1723139
Average price per share for November = $18.89

Now, we can calculate the percentage decrease:

Percentage decrease = ((October average price - November average price) / October average price) * 100
Percentage decrease = (($20.74 - $18.89) / $20.74) * 100
Percentage decrease = ($1.85 / $20.74) * 100
Percentage decrease = 0.089 * 100
Percentage decrease = 8.9%

Therefore, the percentage decrease in average price per share from October to November is 8.9%.",8.9,1,Match (numeric)
Single_CDNS/2012/page_58.pdf-1_1,,what is the percentage difference in the number of shares to be issued if the stock price closes at $ 11 compared to if it closes at $ 20?,278.0,237.78,0,No match (diff 40.2200),0.7192096710205078,2277.78,0,No match (diff 1999.7800),1.2780215740203857,(20.5 / 0.9) * 100 = 2277.78%,<ANSWER>The percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20 is approximately 237.78%.</ANSWER>,"To find the percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20, we first need to calculate the number of shares to be issued at each price point.

At $11, 0.9 million shares will be issued.
At $20, 21.4 million shares will be issued.

The difference in the number of shares issued:
21.4 - 0.9 = 20.5 million shares

Now, we can calculate the percentage difference:
Percentage difference = (Difference / Initial value) * 100
Percentage difference = (20.5 / 0.9) * 100

<MATH>(20.5 / 0.9) * 100 = 2277.78%</MATH>

Therefore, the percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20 is 2277.78%.",CDNS,315.51,"To calculate the percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20, we first need to find the difference in the number of shares issued at these two prices.

At $11, 0.9 million shares would be issued.
At $20, 21.4 million shares would be issued.

The difference in the number of shares issued:
21.4 - 0.9 = 20.5 million shares

Next, we calculate the percentage difference:
Percentage difference = (Difference / Initial value) * 100
Percentage difference = (20.5 / 0.9) * 100

<MATH>(20.5 / 0.9) * 100 = 2277.78</MATH>

Therefore, the percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20 is approximately 2277.78%.",2277.78,0,No match (diff 1999.7800)
Single_IPG/2014/page_95.pdf-3_2,,"with 2014 closing stock price , what is the total value of the award for the additional shares , ( in millions ) ?",56.5,56.5,1,Match (numeric),0.3790593147277832,56.54,1,Match (numeric),1.1123273372650146,,<ANSWER>$56.5 million</ANSWER>,"To calculate the total value of the award for the additional shares, we need to multiply the number of additional shares by the closing stock price in 2014.

Number of additional shares = 2,721,405
Closing stock price in 2014 = $20.77

Total value of the award for the additional shares = 2,721,405 * $20.77 = $56,535,678.85

Converting this amount to millions, we get $56,535,678.85 / 1,000,000 = $56.54 million. 

Therefore, the total value of the award for the additional shares is $56.54 million.",IPG,24.0,"To calculate the total value of the award for the additional shares in millions, we first need to determine the total number of additional shares and then multiply it by the closing stock price.

Given:
- Number of additional shares: 2,721,405
- Closing stock price in 2014: $20.77
- Current market price: $24

Total value of the award for additional shares = Number of additional shares * Current market price
Total value = 2,721,405 * $24 = $65,322,120

Therefore, the total value of the award for the additional shares is $65,322,120 in millions.",120.0,0,No match (diff 63.5000)
Single_VLO/2017/page_28.pdf-3_4,,by what percentage did the share price increase from october to november 2017?,5.3,5.25,1,Match (numeric),0.3443000316619873,2017.0,0,No match (diff 2011.7000),1.1329460144042969,,<ANSWER>5.25%</ANSWER>,"To calculate the percentage increase in share price from October to November 2017, we can use the formula:

Percentage Increase = ((New Price - Old Price) / Old Price) * 100

In this case:
- Old Price (October 2017) = $77.15
- New Price (November 2017) = $81.21

Percentage Increase = (($81.21 - $77.15) / $77.15) * 100
Percentage Increase = ($4.06 / $77.15) * 100
Percentage Increase = 0.0526 * 100
Percentage Increase = 5.26%

Therefore, the share price increased by 5.26% from October to November 2017.",VLO,128.55,"To calculate the percentage increase in share price from October to November 2017, we need to find the difference in average price paid per share between November and October, then divide that by the October price and multiply by 100 to get the percentage increase.

Average price in November 2017 = $81.21
Average price in October 2017 = $77.15

Difference = $81.21 - $77.15 = $4.06

Percentage increase = (<MATH> \frac{4.06}{77.15} </MATH>) * 100 = <ANSWER>5.26%</ANSWER>

Therefore, the share price increased by 5.26% from October to November 2017.",5.26,1,Match (numeric)
Single_GPN/2008/page_88.pdf-2_0,,"what is the number of remaining shares under the repurchase authorization , assuming an average share price of $ 37.85?",343461.0,643.0,0,No match (diff 342818.0000),0.390392541885376,367.0,0,No match (diff 343094.0000),1.5146300792694092,,"<ANSWER>343,643 shares</ANSWER>","To calculate the number of remaining shares under the repurchase authorization, we first need to determine the total cost of the shares already repurchased. 

Total cost of shares repurchased = $87.0 million
Average share price = $37.85

Number of shares repurchased = Total cost of shares repurchased / Average share price
Number of shares repurchased = $87.0 million / $37.85 = 2,297,633 shares

Remaining under the repurchase authorization = Total authorized shares - Number of shares repurchased
Remaining under the repurchase authorization = 2,300,000 - 2,297,633 = 2,367 shares

Therefore, the number of remaining shares under the repurchase authorization is 2,367 shares.",GPN,74.09,"To calculate the number of remaining shares under the repurchase authorization, we first need to determine the total amount spent on repurchasing shares:

Total amount spent = Number of shares repurchased x Average share price
Total amount spent = 2.3 million shares x $37.85
Total amount spent = $87.0 million

Now, we can calculate the number of remaining shares under the repurchase authorization:

Remaining amount for repurchase = Total authorization - Total amount spent
Remaining amount for repurchase = $100 million - $87.0 million
Remaining amount for repurchase = $13.0 million

Number of remaining shares = Remaining amount for repurchase / Average share price
Number of remaining shares = $13.0 million / $37.85
Number of remaining shares = 342,892 shares

Therefore, the number of remaining shares under the repurchase authorization, assuming an average share price of $37.85, is 342,892 shares.",892.0,0,No match (diff 342569.0000)
Single_AMT/2004/page_28.pdf-1_0,,for the quarter ended june 30 what was the percentage change in the share price from he lowest to the highest,43.8,44.57,1,Match (numeric),0.3663136959075928,43.73,1,Match (numeric),1.3117754459381104,(4.87 / 11.13) * 100 = 43.73%,<ANSWER>44.57%</ANSWER>,"To calculate the percentage change in the share price from the lowest to the highest for the quarter ended June 30, 2004, we first need to find the difference between the highest and lowest prices, then calculate the percentage change.

Highest price for June 30, 2004: $16.00
Lowest price for June 30, 2004: $11.13

Difference = $16.00 - $11.13 = $4.87

Percentage Change = (Difference / Lowest Price) * 100
Percentage Change = ($4.87 / $11.13) * 100

<MATH>(4.87 / 11.13) * 100 = 43.73%</MATH>

<ANSWER>43.73%</ANSWER>",AMT,211.86,"To calculate the percentage change in the share price from the lowest to the highest for the quarter ended June 30, 2004, we first need to find the difference between the highest and lowest prices, then calculate the percentage change.

Highest price for June 30, 2004: $16.00
Lowest price for June 30, 2004: $11.13

Difference = $16.00 - $11.13 = $4.87

Percentage Change = (Difference / Lowest Price) * 100
Percentage Change = ($4.87 / $11.13) * 100

<MATH>(4.87 / 11.13) * 100 = 43.72%</MATH>

Therefore, the percentage change in the share price from the lowest to the highest for the quarter ended June 30, 2004, was approximately 43.72%.",43.72,1,Match (numeric)
Single_IPG/2017/page_26.pdf-2_2,,what is the percentage decrease in average price per share from october to november?,8.92,4.5,0,No match (diff 4.4200),0.3998093605041504,8.92,1,Match (numeric),1.3505170345306396,(1.85 / 20.74) * 100 = 8.92%,<ANSWER>4.50%</ANSWER>,"To calculate the percentage decrease in average price per share from October to November, we first need to find the difference in average price per share between the two months.

Average price per share in October = $20.74
Average price per share in November = $18.89

Difference = $20.74 - $18.89 = $1.85

Next, we calculate the percentage decrease:

Percentage decrease = (Difference / Average price per share in October) * 100
Percentage decrease = ($1.85 / $20.74) * 100

<MATH>(1.85 / 20.74) * 100 = 8.92%</MATH>

Therefore, the percentage decrease in average price per share from October to November is 8.92%.",IPG,24.0,"To calculate the percentage decrease in average price per share from October to November, we first need to find the average price per share for each month.

For October:
Total value of shares purchased in October = 1231868 * $20.74 = $25,525,791.92
Total number of shares purchased in October = 1231868

Average price per share for October = Total value of shares purchased in October / Total number of shares purchased in October
Average price per share for October = $25,525,791.92 / 1231868
Average price per share for October = $20.74

For November:
Total value of shares purchased in November = 1723139 * $18.89 = $32,558,960.71
Total number of shares purchased in November = 1723139

Average price per share for November = Total value of shares purchased in November / Total number of shares purchased in November
Average price per share for November = $32,558,960.71 / 1723139
Average price per share for November = $18.89

Now, we can calculate the percentage decrease:
Percentage decrease = ((Average price per share for October - Average price per share for November) / Average price per share for October) * 100
Percentage decrease = (($20.74 - $18.89) / $20.74) * 100
Percentage decrease = ($1.85 / $20.74) * 100
Percentage decrease = 0.0891 * 100
Percentage decrease = 8.91%

Therefore, the percentage decrease in average price per share from October to November is 8.91%.",8.91,1,Match (numeric)
Single_PM/2017/page_25.pdf-1_1,,what is the growth rate in pmi's share price from 2012 to 2013?,8.5,8.5,1,Match (numeric),0.5302410125732422,8.5,1,Match (numeric),1.3631863594055176,,<ANSWER>The growth rate in PMI's share price from 2012 to 2013 is 8.5%.</ANSWER>,"To calculate the growth rate in PMI's share price from 2012 to 2013, we use the formula:

\[ \text{Growth Rate} = \left( \frac{\text{Ending Value} - \text{Beginning Value}}{\text{Beginning Value}} \right) \times 100 \]

Plugging in the values:
\[ \text{Growth Rate} = \left( \frac{108.50 - 100.00}{100.00} \right) \times 100 \]
\[ \text{Growth Rate} = \left( \frac{8.50}{100.00} \right) \times 100 \]
\[ \text{Growth Rate} = 0.085 \times 100 \]
\[ \text{Growth Rate} = 8.5\% \]

Therefore, the growth rate in PMI's share price from 2012 to 2013 is 8.5%.",PM,178.19,"To calculate the growth rate in PMI's share price from 2012 to 2013, we can use the formula:

\[ \text{Growth Rate} = \left( \frac{\text{Ending Value} - \text{Beginning Value}}{\text{Beginning Value}} \right) \times 100\% \]

Plugging in the values:
\[ \text{Growth Rate} = \left( \frac{108.50 - 100.00}{100.00} \right) \times 100\% \]
\[ \text{Growth Rate} = \left( \frac{8.50}{100.00} \right) \times 100\% \]
\[ \text{Growth Rate} = 0.085 \times 100\% \]
\[ \text{Growth Rate} = 8.5\% \]

Therefore, the growth rate in PMI's share price from 2012 to 2013 is 8.5%.",8.5,1,Match (numeric)
Single_CDNS/2012/page_58.pdf-1_0,,what is the percentage difference in the number of shares to be issued if the stock price closes at $ 11 compared to if it closes at $ 20?,278.0,137.78,0,No match (diff 140.2200),0.48052024841308594,2277.78,0,No match (diff 1999.7800),1.2650554180145264,,<ANSWER>The percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20 is approximately 137.78%.</ANSWER>,"To calculate the percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20, we first need to find the number of shares issued at each price point.

At $11, 0.9 million shares would be issued.
At $20, 21.4 million shares would be issued.

The difference in the number of shares issued:
21.4 - 0.9 = 20.5 million shares

To find the percentage difference, we use the formula:
Percentage Difference = (Difference / Initial Value) * 100

Plugging in the values:
Percentage Difference = (20.5 / 0.9) * 100
Percentage Difference = 2277.78%

Therefore, the percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20 is 2277.78%.",CDNS,315.51,"To calculate the percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20, we need to find the difference in the number of shares issued at $11 and $20, and then calculate the percentage difference.

At $11, 0.9 million shares would be issued.
At $20, 21.4 million shares would be issued.

The difference in the number of shares issued:
21.4 - 0.9 = 20.5 million shares

Now, to calculate the percentage difference:
Percentage Difference = (Difference / Initial Value) * 100
Percentage Difference = (20.5 / 0.9) * 100

<MATH>(20.5 / 0.9) * 100 = 2277.78</MATH>

Therefore, the percentage difference in the number of shares to be issued if the stock price closes at $11 compared to if it closes at $20 is approximately 2277.78%.",2277.78,0,No match (diff 1999.7800)
Single_AMT/2004/page_28.pdf-1_2,,for the quarter ended june 30 what was the percentage change in the share price from he lowest to the highest,43.8,44.32,1,Match (numeric),0.4132554531097412,43.74,1,Match (numeric),1.2007560729980469,\frac{4.87}{11.13} \times 100,<ANSWER>44.32%</ANSWER>,"To calculate the percentage change in the share price from the lowest to the highest for the quarter ended June 30, 2004, we first need to find the difference between the highest and lowest prices, then calculate the percentage change.

Highest price for June 30, 2004: $16.00
Lowest price for June 30, 2004: $11.13

Difference: $16.00 - $11.13 = $4.87

Percentage change: (<MATH> \frac{4.87}{11.13} \times 100</MATH>)
Percentage change: <ANSWER>43.74%</ANSWER>",AMT,211.86,"To calculate the percentage change in share price from the lowest to the highest for the quarter ended June 30, 2004, we first need to find the difference between the highest and lowest prices, then calculate the percentage change.

Highest price for June 30, 2004: $16.00
Lowest price for June 30, 2004: $11.13

Difference = $16.00 - $11.13 = $4.87

Percentage Change = (Difference / Lowest Price) * 100
Percentage Change = ($4.87 / $11.13) * 100 = 43.73%

Therefore, the percentage change in the share price from the lowest to the highest for the quarter ended June 30, 2004 was 43.73%.",43.73,1,Match (numeric)
Single_VLO/2017/page_28.pdf-3_3,,by what percentage did the share price increase from october to november 2017?,5.3,5.25,1,Match (numeric),0.4019777774810791,2017.0,0,No match (diff 2011.7000),1.4524941444396973,,<ANSWER>5.25%</ANSWER>,"To calculate the percentage increase in share price from October to November 2017, we can use the formula:

Percentage increase = ((New price - Old price) / Old price) * 100

In this case:
- Old price (October 2017) = $77.15
- New price (November 2017) = $81.21

Percentage increase = (($81.21 - $77.15) / $77.15) * 100
Percentage increase = ($4.06 / $77.15) * 100
Percentage increase = 0.0526 * 100
Percentage increase = 5.26%

Therefore, the share price increased by 5.26% from October to November 2017.",VLO,128.55,"To calculate the percentage increase in share price from October to November 2017, we need to find the difference in average price paid per share between November and October, divide that by the average price in October, and then multiply by 100 to get the percentage increase.

Average price in November 2017 = $81.21
Average price in October 2017 = $77.15

Difference = $81.21 - $77.15 = $4.06

Percentage increase = (<MATH> \frac{4.06}{77.15} </MATH>) * 100 = <ANSWER>5.26%</ANSWER>

Therefore, the share price increased by 5.26% from October to November 2017.",5.26,1,Match (numeric)
Single_IPG/2017/page_26.pdf-2_4,,what is the percentage decrease in average price per share from october to november?,8.92,4.57,0,No match (diff 4.3500),0.311474084854126,8.91,1,Match (numeric),1.1629228591918945,,<ANSWER>4.57%</ANSWER>,"To calculate the percentage decrease in average price per share from October to November, we first need to find the difference in average price per share between the two months:

Average price per share in October = $20.74
Average price per share in November = $18.89

Difference = $20.74 - $18.89 = $1.85

Next, we calculate the percentage decrease:

Percentage decrease = (Difference / Average price per share in October) * 100
Percentage decrease = ($1.85 / $20.74) * 100 = 8.91%

Therefore, the percentage decrease in average price per share from October to November is 8.91%.",IPG,24.0,"To calculate the percentage decrease in average price per share from October to November, we first need to find the average price per share for each month.

For October:
Total value = 1231868 * $20.74 = $25,532,429.92

For November:
Total value = 1723139 * $18.89 = $32,570,234.71

Now, we can calculate the percentage decrease:
Percentage decrease = ((November average price - October average price) / October average price) * 100
Percentage decrease = (($32,570,234.71 - $25,532,429.92) / $25,532,429.92) * 100
Percentage decrease = ($7,037,804.79 / $25,532,429.92) * 100
Percentage decrease ≈ 27.59%

Therefore, the percentage decrease in average price per share from October to November is approximately 27.59%.",27.59,0,No match (diff 18.6700)
Single_MRO/2008/page_142.pdf-1_0,,by what percentage did the company's weighted average exercise price per share increase from 2006 to 2008?,36.7,2008.0,0,No match (diff 1971.3000),0.6307272911071777,2008.0,0,No match (diff 1971.3000),1.3481543064117432,,<ANSWER>The company's weighted average exercise price per share increased by 36.6% from 2006 to 2008.</ANSWER>,"To calculate the percentage increase in the weighted average exercise price per share from 2006 to 2008, we use the formula:

Percentage Increase = ((New Value - Old Value) / Old Value) * 100

Plugging in the values:
Old Value (2006) = $37.84
New Value (2008) = $51.74

Percentage Increase = (($51.74 - $37.84) / $37.84) * 100
Percentage Increase = ($13.90 / $37.84) * 100
Percentage Increase = 0.367 * 100
Percentage Increase = 36.7%

Therefore, the company's weighted average exercise price per share increased by 36.7% from 2006 to 2008.",MRO,28.55,"To calculate the percentage increase in the company's weighted average exercise price per share from 2006 to 2008, we need to subtract the exercise price in 2006 from the exercise price in 2008, divide by the exercise price in 2006, and then multiply by 100 to get the percentage increase.

Exercise price in 2006 = $37.84
Exercise price in 2008 = $51.74

Percentage increase = (($51.74 - $37.84) / $37.84) * 100
Percentage increase = ($13.90 / $37.84) * 100
Percentage increase = 0.367 * 100
Percentage increase = 36.7%

Therefore, the company's weighted average exercise price per share increased by 36.7% from 2006 to 2008.",2008.0,0,No match (diff 1971.3000)
Single_RCL/2009/page_90.pdf-4_0,,what was the percent of the increase in the expected stock price volatility from 2008 to 2009,75.2,23.6,0,No match (diff 51.6000),0.3912227153778076,75.16,1,Match (numeric),1.2514452934265137,,<ANSWER>23.6%</ANSWER>,"The percent increase in the expected stock price volatility from 2008 to 2009 can be calculated using the formula:

Percent Increase = ((New Value - Old Value) / Old Value) * 100

Plugging in the values:
New Value (2009) = 55.0%
Old Value (2008) = 31.4%

Percent Increase = ((55.0 - 31.4) / 31.4) * 100
Percent Increase = (23.6 / 31.4) * 100
Percent Increase = 0.7516 * 100
Percent Increase = 75.16%

Therefore, the percent increase in the expected stock price volatility from 2008 to 2009 was 75.16%.",RCL,240.12,"To calculate the percent increase in expected stock price volatility from 2008 to 2009, we first need to find the difference in volatility between the two years and then calculate the percentage increase.

The expected stock price volatility in 2008 was 31.4% and in 2009 it was 55.0%.

The difference in volatility = 55.0% - 31.4% = 23.6%

To find the percent increase:
Percent Increase = (Difference / Initial Value) * 100
Percent Increase = (23.6% / 31.4%) * 100
Percent Increase = 0.7516 * 100
Percent Increase = 75.16%

Therefore, the percent increase in expected stock price volatility from 2008 to 2009 was 75.16%.",75.16,1,Match (numeric)
